,NAME,GRADE,AGE,SKILL,STARCOLL,NUMOFF,POS,HEIGHT_IN,WEIGHT_LBS,COLLDIST_MI,NILVAL_LONG_USD,INSTA_LONG,TWIT_LONG,TIK_LONG,TOT_FOL,SPORT,RECRUIT_YEAR,EXP_MONTHS,EXP_YEARS,institution_name_short,ClassificationCode,REV_MEN,EXP_MEN
1384,Ethan Calloway,0.0,17.0,90.84,LSU,23.0,6.0,79.0,300.0,699.0,69000.0,2150.0,1500.0,650.0,2150.0,football,2024.0,0.0,0.0,LSU,1.0,95453836.0,59384456.0
1385,Kylan Billiot,0.0,17.0,90.72,LSU,9.0,3.0,75.0,190.0,61.0,75000.0,1500.0,1500.0,0.0,1500.0,football,2024.0,0.0,0.0,LSU,1.0,95453836.0,59384456.0
1386,Ondre Evans,0.0,17.0,90.67,LSU,25.0,7.0,72.5,185.0,470.0,75000.0,1600.0,1600.0,0.0,1600.0,football,2024.0,0.0,0.0,LSU,1.0,95453836.0,59384456.0
1388,Ju’Juan Johnson,0.0,17.0,90.52,LSU,25.0,7.0,71.0,190.0,51.0,68000.0,5422.0,5400.0,22.0,5422.0,football,2024.0,0.0,0.0,LSU,1.0,95453836.0,59384456.0
1389,Colin Hurley,0.0,17.0,90.12,LSU,24.0,1.0,72.5,219.0,567.0,84000.0,9800.0,9800.0,0.0,9800.0,football,2024.0,0.0,0.0,LSU,1.0,95453836.0,59384456.0
1390,Joseph Stone,0.0,17.0,89.66,LSU,25.0,3.0,70.5,175.0,440.0,74000.0,0.0,0.0,0.0,0.0,football,2024.0,0.0,0.0,LSU,1.0,95453836.0,59384456.0
1401,Blaine Bradford,0.0,15.0,93.01,LSU,14.0,4.0,73.0,195.0,0.0,126000.0,1579.0,1100.0,479.0,1579.0,football,2026.0,0.0,0.0,LSU,1.0,95453836.0,59384456.0
1402,Lamar Brown,0.0,15.0,92.94,LSU,10.0,10.0,76.0,260.0,0.0,109000.0,606.0,606.0,0.0,606.0,football,2026.0,0.0,0.0,LSU,1.0,95453836.0,59384456.0
1404,Jurrion Dickey,2.0,18.0,97.3,Oregon,25.0,3.0,74.5,211.0,460.0,238000.0,7500.0,7500.0,0.0,7500.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1405,Matayo Uiagalelei,2.0,19.0,96.57,Oregon,20.0,5.0,77.0,263.0,752.0,209000.0,10500.0,3000.0,7500.0,10500.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1406,Rodrick Pleasant,2.0,18.0,94.21,Oregon,24.0,7.0,70.0,170.0,748.0,170000.0,6300.0,3200.0,3100.0,6300.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1407,Daylen Austin,2.0,18.0,93.93,Oregon,20.0,7.0,71.5,175.0,759.0,126000.0,9900.0,4100.0,5800.0,9900.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1408,Austin Novosad,2.0,18.0,93.8,Oregon,14.0,1.0,75.0,185.0,1664.0,257000.0,5500.0,4500.0,1000.0,5500.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1409,Kenyon Sadiq,2.0,18.282809611829943,93.65,Oregon,17.0,11.0,75.5,220.0,559.0,114000.0,3000.0,3000.0,0.0,3000.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1410,Dante Dowdell,2.0,18.282809611829943,93.36,Oregon,25.0,9.0,73.0,208.0,2051.0,127000.0,6000.0,6000.0,0.0,6000.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1411,Johnny Bowens,2.0,18.0,91.98,Oregon,7.0,5.0,74.0,250.0,1692.0,77000.0,5100.0,2700.0,2400.0,5100.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1412,Ashton Cozart,2.0,18.282809611829943,91.86,Oregon,19.0,3.0,74.5,182.0,1587.0,91000.0,9700.0,7400.0,2300.0,9700.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1413,Cole Martin,2.0,19.0,91.84,Oregon,25.0,15.0,68.0,175.0,956.0,117000.0,15900.0,5700.0,10200.0,15900.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1414,Terrance Green,2.0,18.282809611829943,91.47,Oregon,17.0,5.0,77.0,273.0,1785.0,71000.0,2706.0,2600.0,106.0,2706.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1415,Ashton Porter,2.0,19.0,91.42,Oregon,15.0,2.0,75.0,255.0,1785.0,83000.0,4667.0,3900.0,767.0,4667.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1416,A'mauri Washington,2.0,18.282809611829943,90.94,Oregon,22.0,5.0,74.5,320.0,956.0,61000.0,2200.0,2200.0,0.0,2200.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1417,Jayden Limar,2.0,19.0,90.5,Oregon,18.0,9.0,71.0,190.0,279.0,67000.0,3344.0,2500.0,844.0,3344.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1418,Blake Purchase,2.0,18.0,90.39,Oregon,18.0,2.0,74.5,240.0,978.0,64000.0,3901.0,3500.0,401.0,3901.0,football,2023.0,2.0,0.1726027397260274,Oregon,1.0,80903568.0,40459406.0
1434,Jahlil Florence,4.0,19.0,93.87,Oregon,10.0,7.0,74.0,180.0,847.0,62000.0,25400.0,9600.0,15800.0,25400.0,football,2022.0,14.0,1.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1435,Kyler Kasper,1.0,19.0,92.93,Oregon,25.0,3.0,77.0,195.0,956.0,61000.0,6000.0,6000.0,0.0,6000.0,football,2022.0,14.0,1.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1451,Kingsley Suamataia,3.0,20.0,97.4,Oregon,25.0,6.0,77.0,280.0,637.0,181000.0,14900.0,6900.0,8000.0,14900.0,football,2021.0,26.0,2.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1452,Ty Thompson,3.0,20.0,96.79,Oregon,25.0,1.0,76.0,215.0,956.0,82000.0,13800.0,11800.0,2000.0,13800.0,football,2021.0,26.0,2.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1453,Troy Franklin,6.0,20.0,96.23,Oregon,24.0,3.0,74.0,170.0,459.0,217000.0,5700.0,5700.0,0.0,5700.0,football,2021.0,26.0,2.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1454,Dont'e Thornton,6.0,20.0,95.14,Oregon,25.0,3.0,77.0,185.0,2388.0,175000.0,61700.0,8700.0,53000.0,61700.0,football,2021.0,26.0,2.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1459,Terrance Ferguson,6.0,20.0,92.38,Oregon,25.0,11.0,77.0,230.0,978.0,128000.0,28400.0,4400.0,24000.0,28400.0,football,2021.0,26.0,2.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1460,Jaylin Davies,3.0,21.0,92.37,Oregon,1.0,7.0,73.0,165.0,766.0,255000.0,3994.0,3900.0,94.0,3994.0,football,2021.0,26.0,2.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1462,Daymon David,6.0,20.272727272727273,92.23,Oregon,1.0,4.0,73.0,178.0,2374.0,79000.0,1900.0,1900.0,0.0,1900.0,football,2021.0,26.0,2.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1464,Jackson Powers-Johnson,6.0,20.0,91.73,Oregon,10.0,10.0,75.0,284.0,625.0,125000.0,21300.0,6100.0,15200.0,21300.0,football,2021.0,26.0,2.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1467,Jeffrey Bassa,6.0,21.0,90.39,Oregon,17.0,8.0,75.0,200.0,614.0,69000.0,76400.0,3400.0,73000.0,76400.0,football,2021.0,26.0,2.1726027397260275,Oregon,1.0,80903568.0,40459406.0
1474,Dallas Wilson,0.0,16.0,94.31,Oregon,25.0,3.0,75.0,180.0,2495.0,109000.0,2600.0,1500.0,1100.0,2600.0,football,2025.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1475,Adrian Wilson,0.0,16.0,93.26,Oregon,21.0,3.0,73.0,170.0,1677.0,76000.0,2400.0,2400.0,0.0,2400.0,football,2025.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1476,Akili Smith Jr.,0.0,16.0,92.64,Oregon,13.0,1.0,77.0,200.0,847.0,188000.0,1600.0,1600.0,0.0,1600.0,football,2025.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1483,Dakoda Fields,0.0,17.0,93.29,Oregon,22.0,7.0,73.5,175.0,748.0,127000.0,1500.0,1500.0,0.0,1500.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1484,Aaron Flowers,0.0,17.0,92.88,Oregon,25.0,4.0,72.0,180.0,1630.0,109000.0,5900.0,2700.0,3200.0,5900.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1485,Ify Obidegwu,0.0,17.0,92.72,Oregon,25.0,7.0,73.0,190.0,2388.0,110000.0,2500.0,2500.0,0.0,2500.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1486,Jordan Anderson,0.0,17.0,92.07,Oregon,14.0,3.0,72.0,160.0,774.0,121000.0,2800.0,2800.0,0.0,2800.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1487,Dillon Gresham,0.0,17.0,91.92,Oregon,11.0,3.0,72.0,175.0,779.0,89000.0,1433.0,1400.0,33.0,1433.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1488,Dylan Williams,0.0,17.0,91.84,Oregon,25.0,8.0,74.0,210.0,759.0,103000.0,11700.0,4100.0,7600.0,11700.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1489,Jac'Qawn McRoy,0.0,17.0,91.6,Oregon,23.0,6.0,80.0,340.0,2065.0,80000.0,1900.0,1900.0,0.0,1900.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1490,Brayden Platt,0.0,17.0,91.28,Oregon,25.0,8.0,73.5,240.0,195.0,80000.0,4200.0,2300.0,1900.0,4200.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1492,Kamar Mothudi,0.0,17.0,90.65,Oregon,12.0,8.0,75.0,215.0,744.0,68000.0,1671.0,1300.0,371.0,1671.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1493,Kingston Lopa,0.0,17.0,90.6,Oregon,20.0,4.0,75.0,195.0,388.0,71000.0,1200.0,1200.0,0.0,1200.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1494,Michael Van Buren,0.0,17.0,90.44,Oregon,25.0,1.0,71.5,180.0,2390.0,99000.0,6400.0,3200.0,3200.0,6400.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1495,Xadavien Sims,0.0,17.0,90.41,Oregon,22.0,5.0,75.0,280.0,1583.0,61000.0,5776.0,5000.0,776.0,5776.0,football,2024.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1509,Brandon Lockhart,0.0,15.0,92.57,Oregon,8.0,7.0,75.0,170.0,744.0,88000.0,934.0,934.0,0.0,934.0,football,2026.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1510,Tony Cumberland,0.0,15.0,91.92,Oregon,11.0,5.0,77.0,250.0,943.0,74000.0,495.0,495.0,0.0,495.0,football,2026.0,0.0,0.0,Oregon,1.0,80903568.0,40459406.0
1511,Hykeem Williams,2.0,19.0,97.13,Florida State,25.0,3.0,74.5,216.0,389.0,260000.0,11843.0,11300.0,543.0,11843.0,football,2023.0,2.0,0.1726027397260274,Florida State,1.0,78697218.0,53984333.0
1512,Lucas Simmons,2.0,20.0,93.59,Florida State,25.0,6.0,78.0,297.0,190.0,111000.0,4200.0,4200.0,0.0,4200.0,football,2023.0,2.0,0.1726027397260274,Florida State,1.0,78697218.0,53984333.0
1513,Blake Nichelson,2.0,18.0,92.49,Florida State,16.0,8.0,74.5,210.0,2155.0,101000.0,10800.0,3400.0,7400.0,10800.0,football,2023.0,2.0,0.1726027397260274,Florida State,1.0,78697218.0,53984333.0
1514,Conrad Hussey,2.0,18.0,91.83,Florida State,24.0,4.0,73.5,190.0,389.0,76000.0,2700.0,2700.0,0.0,2700.0,football,2023.0,2.0,0.1726027397260274,Florida State,1.0,78697218.0,53984333.0
1515,Keith Sampson Jr.,2.0,18.0,91.4,Florida State,23.0,5.0,75.0,285.0,535.0,77000.0,7752.0,7300.0,452.0,7752.0,football,2023.0,2.0,0.1726027397260274,Florida State,1.0,78697218.0,53984333.0
1516,Lamont Green Jr.,2.0,18.0,90.67,Florida State,14.0,2.0,75.5,220.0,399.0,65000.0,0.0,0.0,0.0,0.0,football,2023.0,2.0,0.1726027397260274,Florida State,1.0,78697218.0,53984333.0
1529,Sam McCall,4.0,20.0,95.67,Florida State,15.0,4.0,72.0,175.0,217.0,81000.0,6800.0,6800.0,0.0,6800.0,football,2022.0,14.0,1.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1530,Azareye'h Thomas,4.0,19.0,94.55,Florida State,25.0,4.0,73.5,185.0,132.0,126000.0,104800.0,6800.0,98000.0,104800.0,football,2022.0,14.0,1.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1531,Julian Armella,1.0,19.0,92.47,Florida State,25.0,6.0,77.5,290.0,399.0,116000.0,39000.0,10000.0,29000.0,39000.0,football,2022.0,14.0,1.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1534,Jaylen Early,1.0,20.0,89.39,Florida State,4.0,10.0,76.0,307.0,761.0,101000.0,3900.0,3900.0,0.0,3900.0,football,2022.0,14.0,1.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1535,Alex Orji,4.0,19.0,89.08,Florida State,14.0,1.0,74.0,226.0,946.0,121000.0,53500.0,5500.0,48000.0,53500.0,football,2022.0,14.0,1.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1537,Mark Nabou,1.0,20.0,88.53,Florida State,9.0,10.0,75.0,311.0,1808.0,64000.0,0.0,0.0,0.0,0.0,football,2022.0,14.0,1.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1538,Jacob Hood,1.0,20.0,88.3,Florida State,17.0,6.0,80.0,345.0,245.0,62000.0,4600.0,4600.0,0.0,4600.0,football,2022.0,14.0,1.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1547,Destyn Hill,2.0,20.0,93.85,Florida State,21.0,3.0,72.0,200.0,349.0,114000.0,6400.0,6400.0,0.0,6400.0,football,2021.0,26.0,2.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1548,Patrick Payton,3.0,20.272727272727273,91.52,Florida State,13.0,2.0,77.0,235.0,399.0,113000.0,5700.0,5700.0,0.0,5700.0,football,2021.0,26.0,2.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1549,Malik McClain,6.0,20.0,91.17,Florida State,14.0,3.0,76.0,206.0,234.0,73000.0,4542.0,4500.0,42.0,4542.0,football,2021.0,26.0,2.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1554,Byron Turner Jr.,3.0,20.0,89.33,Florida State,25.0,2.0,76.0,248.0,349.0,106000.0,2600.0,2600.0,0.0,2600.0,football,2021.0,26.0,2.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1556,Kevin Knowles II,6.0,20.0,88.21,Florida State,25.0,7.0,70.0,168.0,394.0,105000.0,4360.0,4300.0,60.0,4360.0,football,2021.0,26.0,2.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1561,Shyheim Brown,3.0,20.272727272727273,84.67,Florida State,8.0,7.0,73.0,185.0,94.0,109000.0,3500.0,3500.0,0.0,3500.0,football,2021.0,26.0,2.1726027397260275,Florida State,1.0,78697218.0,53984333.0
1563,Solomon Thomas,0.0,16.0,94.72,Florida State,20.0,6.0,76.0,290.0,155.0,107000.0,978.0,978.0,0.0,978.0,football,2025.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1564,Ousmane Kromah,0.0,16.0,94.43,Florida State,25.0,9.0,73.0,210.0,92.0,99000.0,1100.0,1100.0,0.0,1100.0,football,2025.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1565,Tavion Wallace,0.0,16.0,93.73,Florida State,15.0,8.0,73.0,197.0,164.0,75000.0,526.0,526.0,0.0,526.0,football,2025.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1572,KJ Bolden,0.0,17.0,98.53,Florida State,25.0,4.0,72.0,185.0,256.0,436000.0,7800.0,5700.0,2100.0,7800.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1573,Charles Lester III,0.0,17.0,96.82,Florida State,25.0,7.0,73.0,171.0,255.0,299000.0,7500.0,7500.0,0.0,7500.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1574,Landen Thomas,0.0,17.0,96.13,Florida State,25.0,11.0,76.0,238.0,59.0,243000.0,4300.0,4300.0,0.0,4300.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1575,Luke Kromenhoek,0.0,17.0,95.99,Florida State,13.0,1.0,75.5,190.0,221.0,471000.0,3625.0,3000.0,625.0,3625.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1576,Kam Davis,0.0,17.0,94.36,Florida State,25.0,9.0,69.5,210.0,79.0,128000.0,6500.0,6500.0,0.0,6500.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1577,Jonathan Daniels,0.0,17.0,92.87,Florida State,21.0,6.0,76.5,275.0,177.0,113000.0,2000.0,2000.0,0.0,2000.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1578,Jamari Howard,0.0,17.0,92.75,Florida State,22.0,7.0,73.5,170.0,399.0,99000.0,1300.0,1300.0,0.0,1300.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1579,Micahi Danzy,0.0,17.0,91.91,Florida State,14.0,15.0,73.0,175.0,0.0,97000.0,1700.0,1700.0,0.0,1700.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1580,Elijah Moore,0.0,17.0,91.65,Florida State,25.0,3.0,76.0,195.0,727.0,99000.0,3900.0,2700.0,1200.0,3900.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1581,Lawayne McCoy,0.0,17.0,90.83,Florida State,14.0,3.0,72.0,170.0,399.0,102000.0,19400.0,1500.0,17900.0,19400.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1582,DD Holmes,0.0,17.0,90.44,Florida State,25.0,2.0,78.0,240.0,716.0,73000.0,1800.0,1800.0,0.0,1800.0,football,2024.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1596,Devin Carter,0.0,15.0,91.77,Florida State,18.0,3.0,72.0,165.0,247.0,87000.0,1600.0,1600.0,0.0,1600.0,football,2026.0,0.0,0.0,Florida State,1.0,78697218.0,53984333.0
1599,Brandon Inniss,2.0,18.0,97.0,Ohio State,25.0,3.0,71.5,198.0,991.0,317000.0,39600.0,15600.0,24000.0,39600.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1600,Carnell Tate,2.0,18.0,96.49,Ohio State,25.0,3.0,73.0,180.0,270.0,237000.0,25800.0,19200.0,6600.0,25800.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1601,Jermaine Mathews,2.0,18.0,96.23,Ohio State,25.0,7.0,71.5,176.0,105.0,211000.0,11700.0,11700.0,0.0,11700.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1602,Noah Rogers,2.0,18.0,96.08,Ohio State,25.0,3.0,74.0,193.0,381.0,181000.0,8100.0,6700.0,1400.0,8100.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1603,Calvin Simpson-Hunt,2.0,18.282809611829943,95.69,Ohio State,25.0,7.0,71.0,190.0,933.0,134000.0,3400.0,3400.0,0.0,3400.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1604,Jason Moore,2.0,19.0,95.53,Ohio State,25.0,5.0,77.5,260.0,335.0,132000.0,10200.0,4200.0,6000.0,10200.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1605,Luke Montgomery,2.0,18.0,94.5,Ohio State,25.0,6.0,76.0,295.0,73.0,157000.0,16500.0,11900.0,4600.0,16500.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1606,Joshua Mickens,2.0,18.0,94.16,Ohio State,25.0,2.0,75.0,220.0,166.0,124000.0,2686.0,2600.0,86.0,2686.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1607,Jelani Thurman,2.0,18.282809611829943,93.66,Ohio State,25.0,11.0,78.0,233.0,459.0,122000.0,4800.0,4800.0,0.0,4800.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1608,Malik Hartford,2.0,18.0,93.49,Ohio State,23.0,4.0,74.5,175.0,91.0,143000.0,6100.0,6100.0,0.0,6100.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1609,Arvell Reese,2.0,18.0,92.26,Ohio State,25.0,8.0,75.0,225.0,116.0,99000.0,3400.0,3400.0,0.0,3400.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1610,Lincoln Kienholz,2.0,18.282809611829943,91.99,Ohio State,12.0,1.0,74.0,182.5,931.0,123000.0,5400.0,5400.0,0.0,5400.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1611,Will Smith Jr,2.0,18.0,91.24,Ohio State,17.0,5.0,75.0,247.0,8.0,77000.0,4100.0,4100.0,0.0,4100.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1612,Josh Padilla,2.0,19.0,91.08,Ohio State,16.0,10.0,76.0,285.0,66.0,86000.0,2800.0,2800.0,0.0,2800.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1613,Kayden McDonald,2.0,18.282809611829943,90.89,Ohio State,25.0,5.0,74.0,325.0,422.0,70000.0,4900.0,4900.0,0.0,4900.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1614,Jayden Bonsu,2.0,18.282809611829943,90.64,Ohio State,25.0,4.0,73.0,205.0,464.0,83000.0,6200.0,6200.0,0.0,6200.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1615,Austin Siereveld,2.0,18.0,90.58,Ohio State,16.0,10.0,77.0,321.0,105.0,75000.0,1896.0,1800.0,96.0,1896.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1616,Cedrick Hawkins,2.0,19.0,89.75,Ohio State,20.0,4.0,71.0,163.0,809.0,73000.0,4406.0,3600.0,806.0,4406.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1617,Bryson Rodgers,2.0,19.0,89.75,Ohio State,25.0,3.0,72.5,173.0,822.0,80000.0,7763.0,7700.0,63.0,7763.0,football,2023.0,2.0,0.1726027397260274,Ohio State,1.0,109176080.0,69127911.0
1619,Sonny Styles,4.0,18.0,98.73,Ohio State,24.0,15.0,76.0,205.0,20.0,114000.0,9100.0,9100.0,0.0,9100.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1620,C.J. Hicks,4.0,19.0,98.14,Ohio State,25.0,8.0,74.5,210.0,66.0,193000.0,48200.0,14200.0,34000.0,48200.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1621,Devin Brown,4.0,19.0,97.0,Ohio State,17.0,1.0,74.5,196.0,1513.0,121000.0,6600.0,6600.0,0.0,6600.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1622,Kenyatta Jackson Jr.,4.0,19.0,96.3,Ohio State,25.0,2.0,76.5,238.0,987.0,97000.0,6300.0,6300.0,0.0,6300.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1623,Omari Abor,4.0,20.0,94.97,Ohio State,25.0,5.0,76.0,240.0,927.0,92000.0,10600.0,4300.0,6300.0,10600.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1624,Kyion Grayes,4.0,20.0,94.3,Ohio State,18.0,3.0,72.0,170.0,1657.0,107000.0,6057.0,5900.0,157.0,6057.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1627,Gabe Powers,4.0,20.0,93.97,Ohio State,19.0,8.0,76.0,225.0,21.0,97000.0,6000.0,6000.0,0.0,6000.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1628,Hero Kanu,4.0,21.40861466821886,93.87,Ohio State,22.0,5.0,76.5,296.0,1951.0,87000.0,6184.0,6000.0,184.0,6184.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1629,Caden Curry,4.0,20.0,93.6,Ohio State,7.0,2.0,74.5,238.6,171.0,104000.0,4700.0,3500.0,1200.0,4700.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1631,Carson Hinzman,4.0,19.0,92.59,Ohio State,25.0,10.0,76.0,270.0,588.0,87000.0,27500.0,3500.0,24000.0,27500.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1632,Kojo Antwi,4.0,19.0,91.99,Ohio State,25.0,3.0,71.5,188.0,422.0,99000.0,5463.0,5400.0,63.0,5463.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1634,George Fitzpatrick,4.0,19.0,91.23,Ohio State,25.0,6.0,77.25,273.8,1162.0,85000.0,2600.0,2600.0,0.0,2600.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1635,Dallan Hayden,4.0,20.0,90.82,Ohio State,25.0,9.0,71.0,187.0,515.0,105000.0,8300.0,7200.0,1100.0,8300.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1636,Kye Stokes,4.0,19.0,90.29,Ohio State,25.0,4.0,74.0,185.0,837.0,105000.0,4200.0,4200.0,0.0,4200.0,football,2022.0,14.0,1.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1640,Quinn Ewers,3.0,20.0,99.24,Ohio State,25.0,1.0,75.0,205.0,926.0,743000.0,55000.0,55000.0,0.0,55000.0,football,2021.0,26.0,2.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1641,Jack Sawyer,6.0,21.0,99.1,Ohio State,13.0,2.0,77.0,248.0,20.0,121000.0,18000.0,18000.0,0.0,18000.0,football,2021.0,26.0,2.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
1642,J.T. Tuimoloau,6.0,20.0,99.06,Ohio State,24.0,2.0,77.0,277.0,1989.0,343000.0,16426.0,15900.0,526.0,16426.0,football,2021.0,26.0,2.1726027397260275,Ohio State,1.0,109176080.0,69127911.0
