,NAME,GRADE,AGE,SKILL,STARCOLL,NUMOFF,POS,HEIGHT_IN,WEIGHT_LBS,COLLDIST_MI,NILVAL_LONG_USD,INSTA_LONG,TWIT_LONG,TIK_LONG,TOT_FOL,SPORT,RECRUIT_YEAR,EXP_MONTHS,EXP_YEARS,institution_name_short,ClassificationCode,REV_MEN,EXP_MEN
462,Peyton Lewis,0.0,17.0,91.99,Tennessee,25.0,9.0,73.0,190.0,231.0,107000.0,2700.0,2700.0,0.0,2700.0,football,2024.0,0.0,0.0,Tennessee,1.0,100982596.0,39755021.0
463,Boo Carter,0.0,17.0,91.19,Tennessee,25.0,15.0,70.0,180.0,101.0,123000.0,13700.0,8100.0,5600.0,13700.0,football,2024.0,0.0,0.0,Tennessee,1.0,100982596.0,39755021.0
464,William Satterwhite,0.0,17.0,91.04,Tennessee,25.0,10.0,75.0,295.0,374.0,91000.0,3200.0,3200.0,0.0,3200.0,football,2024.0,0.0,0.0,Tennessee,1.0,100982596.0,39755021.0
465,Max Anderson,0.0,17.0,90.76,Tennessee,21.0,10.0,77.0,300.0,761.0,85000.0,2941.0,2700.0,241.0,2941.0,football,2024.0,0.0,0.0,Tennessee,1.0,100982596.0,39755021.0
466,Edwin Spillman,0.0,17.0,90.0,Tennessee,25.0,8.0,73.0,220.0,160.0,69000.0,4200.0,3100.0,1100.0,4200.0,football,2024.0,0.0,0.0,Tennessee,1.0,100982596.0,39755021.0
467,Kellen Lindstrom,0.0,17.0,89.9,Tennessee,25.0,2.0,78.0,240.0,528.0,65000.0,2264.0,2200.0,64.0,2264.0,football,2024.0,0.0,0.0,Tennessee,1.0,100982596.0,39755021.0
468,Marcus Goree,0.0,17.0,89.42,Tennessee,15.0,4.0,73.0,170.0,82.0,64000.0,2200.0,2200.0,0.0,2200.0,football,2024.0,0.0,0.0,Tennessee,1.0,100982596.0,39755021.0
469,Jordan Burns,0.0,17.0,89.3,Tennessee,19.0,8.0,73.5,215.0,155.0,65000.0,1900.0,1900.0,0.0,1900.0,football,2024.0,0.0,0.0,Tennessee,1.0,100982596.0,39755021.0
481,David Hicks,2.0,19.0,98.98,Texas A&M,25.0,5.0,76.0,270.0,64.0,440000.0,7800.0,7800.0,0.0,7800.0,football,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,81545748.0,46083048.0
482,Rueben Owens,2.0,19.0,96.89,Texas A&M,25.0,9.0,70.5,192.0,98.0,239000.0,27100.0,14600.0,12500.0,27100.0,football,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,81545748.0,46083048.0
483,Chase Bisontis,2.0,19.0,96.4,Texas A&M,25.0,10.0,76.5,315.0,1430.0,193000.0,8400.0,5300.0,3100.0,8400.0,football,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,81545748.0,46083048.0
484,Bravion Rogers,2.0,20.0,94.27,Texas A&M,19.0,7.0,71.5,180.0,57.0,160000.0,9100.0,2700.0,6400.0,9100.0,football,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,81545748.0,46083048.0
485,Dalton Brooks,2.0,18.0,94.08,Texas A&M,22.0,4.0,72.5,185.0,94.0,155000.0,3715.0,3300.0,415.0,3715.0,football,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,81545748.0,46083048.0
486,Jayvon Thomas,2.0,18.0,93.44,Texas A&M,25.0,7.0,70.5,170.0,153.0,147000.0,3800.0,2700.0,1100.0,3800.0,football,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,81545748.0,46083048.0
487,T.J. Shanahan,2.0,19.0,92.62,Texas A&M,25.0,10.0,76.0,323.0,909.0,124000.0,9100.0,5300.0,3800.0,9100.0,football,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,81545748.0,46083048.0
488,Micah Tease,2.0,18.0,91.94,Texas A&M,25.0,15.0,71.0,179.0,383.0,122000.0,4700.0,4700.0,0.0,4700.0,football,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,81545748.0,46083048.0
489,Raymond Cottrell,2.0,19.0,91.43,Texas A&M,13.0,3.0,74.0,209.0,555.0,102000.0,7500.0,4700.0,2800.0,7500.0,football,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,81545748.0,46083048.0
490,Jaden Platt,2.0,18.0,91.35,Texas A&M,15.0,11.0,77.0,235.0,175.0,110000.0,2158.0,1900.0,258.0,2158.0,football,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,81545748.0,46083048.0
